#T_CH1	T_CH2	T_CH3	T_CH4	A_CH1	A_CH2	A_CH3	A_CH4
-2.945	-5.062	-8.308	-7.981	38.799	64.512	373.197	353.729
-5.425	-3.508	-5.139	-5.531	125.942	39.765	192.745	233.975
-5.412	-4.811	-5.115	-5.635	188.569	65.086	32.172	22.409
-7.282	-4.862	-6.887	-7.938	121.015	16.966	191.855	311.750
-4.556	-1.862	-5.489	-2.763	314.731	89.096	621.190	467.813
-3.477	-2.376	-4.260	-2.676	155.319	72.575	94.844	67.950
-5.029	-3.952	-6.069	-4.370	121.745	62.104	46.651	27.563
-5.651	-3.883	-6.349	-5.315	86.927	32.671	136.197	130.472
-3.647	-2.540	-4.508	-3.309	160.967	58.344	198.376	165.999
-2.209	-1.564	-3.919	-1.491	188.278	83.751	227.868	165.231
-2.193	-1.676	-3.917	-1.735	130.585	75.539	303.712	243.020
-4.842	-6.562	-9.009	-6.270	27.742	43.468	299.138	209.287
-9.724	-7.094	-7.569	-10.608	84.077	25.768	30.726	88.866
-2.771	-1.914	-4.565	-2.324	124.183	84.586	166.927	106.338
-3.315	-2.897	-5.402	-3.397	102.027	59.703	450.654	343.233
-3.345	-2.604	-4.067	-1.746	306.516	218.734	79.355	69.899
-2.850	-2.059	-3.757	-3.305	128.286	58.414	199.688	199.650
-2.977	-1.856	-4.476	-3.285	59.110	44.142	202.775	155.934
-4.461	-2.304	-2.938	-4.978	177.777	80.193	92.729	155.994
-4.524	-4.616	-5.967	-2.699	68.828	57.990	35.093	32.724
-6.415	-5.190	-6.138	-7.105	54.544	46.124	170.426	192.665
-3.567	-2.168	-4.164	-4.023	96.611	45.085	228.576	285.184
-3.323	-1.482	-4.099	-2.835	232.854	87.262	189.585	208.141
-4.877	-4.779	-4.886	-5.674	97.748	35.577	54.062	94.962
-4.206	-2.542	-1.966	-4.277	190.618	63.417	69.646	115.276
-2.332	-2.203	-4.148	-2.174	82.547	53.873	58.659	33.876
-9.497	-7.973	-8.417	-10.049	161.656	51.304	29.301	60.403
-3.669	-2.484	-4.907	-2.086	124.190	74.335	68.156	56.468
-2.962	-1.812	-3.508	-3.326	71.996	30.484	127.137	133.849
-4.585	-2.433	-2.695	-4.730	160.556	65.458	84.062	83.215
-1.837	-2.968	-4.064	-7.066	73.895	90.371	56.464	79.579
-3.435	-2.058	-1.752	-3.752	224.925	83.315	96.903	136.310
-3.298	-1.962	-5.137	-3.027	111.125	23.475	145.894	103.655
-2.189	-1.911	-3.916	-1.426	159.251	82.932	101.672	101.690
-4.452	-3.629	-4.214	-3.796	135.684	57.482	200.828	212.657
-4.177	-2.107	-4.435	-3.408	245.908	67.728	43.282	48.447
-6.688	-5.099	-7.465	-6.411	145.818	51.762	88.435	55.581
-1.859	-1.710	-2.952	-2.082	134.515	80.048	150.885	150.383
-9.832	-20.249	-11.679	-9.083	58.023	29.548	560.903	359.772
-2.635	-1.412	-3.947	-2.953	197.605	66.154	148.924	145.440
-5.640	-4.684	-6.116	-5.305	87.788	19.355	234.914	222.632
-2.554	-1.328	-3.500	-1.873	197.054	107.806	87.239	108.589
-4.361	-1.553	-4.857	-3.963	369.951	82.214	307.475	278.736
-6.985	-4.298	-8.648	-6.325	110.357	53.887	264.257	171.332
-3.296	-1.203	-2.443	-3.568	194.534	110.049	249.447	271.864
-1.941	-1.400	-3.003	-1.330	113.224	80.863	187.068	159.950
-3.901	-3.243	-5.029	-2.886	100.560	38.251	40.233	43.370
-3.001	-8.703	-2.146	-4.276	61.330	34.077	60.340	74.848
-2.102	-1.533	-3.900	-1.891	160.726	71.659	572.831	439.370
-4.242	-2.415	-4.182	-4.269	119.590	48.265	39.527	50.671
-3.337	-1.297	-2.170	-3.562	214.789	100.618	121.349	183.763
-2.686	-1.959	-3.126	-3.612	152.254	67.121	73.391	93.997
-3.864	-4.043	-5.535	-4.773	73.850	31.899	214.793	202.365
-5.642	-4.212	-4.600	-6.520	62.390	28.806	173.189	285.099
-4.420	-2.384	-3.630	-4.593	226.578	77.164	168.105	233.908
-0.854	-2.161	-3.387	-1.171	203.423	212.951	187.532	122.619
-2.282	-1.481	-3.410	-2.400	154.007	67.102	77.029	94.362
-7.943	-6.475	-9.122	-5.912	192.202	88.978	41.432	22.656
-6.548	-4.554	-7.591	-6.874	178.649	32.181	529.507	503.567
-9.797	-9.067	-10.238	-10.535	105.501	33.236	227.138	228.826
-3.369	-3.332	-5.914	-3.308	81.001	71.792	210.662	121.991
-7.153	-4.930	-5.011	-8.033	133.373	28.424	52.219	84.214
-6.527	-4.977	-5.405	-5.899	165.269	88.712	34.386	51.959
-2.550	-1.551	-3.759	-0.970	242.238	95.243	210.325	143.434
-2.685	-1.443	-3.523	-1.818	188.155	90.495	252.844	201.429
-1.850	-1.478	-101.280	-98.624	68.265	90.431	382.740	220.392
-3.811	-2.076	-3.580	-3.629	148.330	48.717	83.268	59.520
-1.915	-1.312	-3.689	-3.125	175.424	111.394	638.929	659.194
-2.631	-1.473	-3.068	-2.837	183.581	79.433	156.083	168.123
-4.663	-2.890	-6.008	-4.275	200.315	90.227	46.299	36.845
-2.672	-1.524	-3.993	-2.273	141.468	71.573	177.292	157.854
-8.532	-7.929	-10.958	-7.769	92.877	68.548	52.578	25.266
-14.028	-13.298	-13.479	-14.826	149.025	55.778	31.043	26.338
-3.275	-1.100	-2.356	-2.193	467.544	147.973	79.077	61.815
-3.233	-1.977	-1.355	-4.441	178.775	73.756	88.564	222.124
-1.027	-1.810	-1.940	-3.682	164.807	107.799	303.461	438.467
-2.746	-1.644	-3.905	-2.810	156.780	81.286	66.053	77.956
-2.460	-1.510	-4.180	-1.469	120.978	83.142	164.569	129.249
-3.588	-2.527	-5.051	-2.913	119.614	64.006	218.589	180.793
-7.358	-5.144	-5.036	-8.555	162.502	39.491	31.356	73.797
-3.541	-2.383	-5.564	-2.942	109.115	54.186	325.987	217.669
-4.500	-2.196	-3.154	-5.235	182.320	36.553	59.260	89.246
-3.237	-6.827	-2.677	-3.642	143.836	60.776	182.308	198.116
-3.141	-2.044	-3.927	-1.725	104.803	47.715	223.468	163.888
-9.614	-8.464	-11.095	-8.945	243.956	79.692	25.366	28.894
-3.023	-1.535	-3.422	-3.417	133.912	87.310	125.927	119.026
-2.553	-1.441	-3.363	-2.506	233.666	87.398	226.872	183.837
-7.668	-6.216	-8.680	-5.980	255.457	137.159	37.103	24.619
-3.045	-1.501	-3.950	-2.296	155.564	79.773	284.010	202.158
-4.723	-3.379	-5.465	-4.959	124.658	58.724	233.583	217.993
-3.435	-2.736	-4.692	-2.795	268.599	79.750	109.143	115.511
-12.788	-12.023	-15.179	-12.480	45.963	27.000	136.545	36.462
-7.631	-6.841	-8.934	-7.333	179.444	92.807	65.742	36.490
-3.118	-1.635	-3.190	-3.826	187.838	100.017	90.171	76.097
-4.199	-1.412	-3.238	-4.019	333.372	110.323	119.304	135.511
-4.108	-3.082	-4.166	-4.875	75.958	47.740	123.109	146.708
-3.903	-1.862	-4.575	-3.394	141.153	69.037	237.105	200.136
-3.384	-2.775	-1.467	-4.338	116.893	83.588	112.589	198.060
-5.351	-3.315	-4.097	-6.225	196.026	65.565	131.955	190.385
-2.976	-1.226	-3.790	-2.249	187.443	95.946	153.636	125.455
-9.799	-7.655	-7.183	-11.205	164.342	73.267	27.688	31.678
-2.888	-1.592	-4.444	-1.851	136.369	89.336	199.711	111.576
-2.754	-1.694	-2.938	-3.219	106.794	76.916	378.028	482.219
-5.022	-3.354	-4.313	-5.569	65.926	30.064	172.140	195.382
-2.727	-2.311	-4.410	-3.220	147.068	73.815	689.760	603.933
-6.410	-4.767	-5.189	-6.722	126.472	46.896	44.685	67.325
-3.860	-32.901	-1.940	-4.166	70.229	37.556	77.578	107.458
-6.053	-4.442	-4.988	-6.546	92.611	47.013	29.909	51.140
-2.682	-1.582	-2.588	-3.093	94.561	63.287	73.033	95.174
-5.734	-5.277	-7.736	-4.677	117.436	43.480	70.879	36.891
-2.664	-1.721	-3.961	-2.185	74.444	67.917	68.435	79.086
-2.864	-53.113	-2.805	-3.640	147.784	39.590	178.913	262.523
-7.256	-6.501	-9.505	-7.306	86.620	38.987	601.012	511.902
-3.602	-4.828	-4.050	-6.146	79.219	86.430	51.565	135.413
-2.936	-1.729	-3.113	-2.917	128.847	54.125	150.071	179.297
-4.635	-3.560	-6.003	-3.463	152.125	66.357	73.569	42.499
-0.596	-1.942	-1.251	-2.810	518.304	412.872	112.552	123.993
-2.808	-1.881	-4.929	-2.213	155.738	76.283	578.109	466.155
-5.468	-4.372	-6.287	-5.209	80.233	30.340	141.760	123.397
-2.286	-1.613	-3.517	-2.076	121.398	18.932	74.348	65.554
-3.765	-1.922	-1.563	-4.698	263.503	89.667	80.696	184.202
-2.354	-1.457	-3.112	-1.784	228.928	110.268	59.812	59.152
-3.564	-2.362	-4.033	-3.122	188.199	45.350	137.210	126.313
-3.773	-3.027	-5.000	-4.057	195.588	55.045	94.733	67.281
-3.134	-1.809	-2.829	-3.562	145.390	63.902	107.582	111.648
-5.639	-4.248	-5.105	-6.230	253.886	74.045	32.926	40.256
-3.731	-1.563	-3.796	-3.789	162.428	101.368	108.968	119.722
-61.445	-65.631	-67.631	-66.011	46.013	53.723	123.873	79.825
-6.371	-4.269	-5.789	-6.806	184.720	49.949	70.934	103.677
-7.892	-5.816	-5.988	-8.783	121.315	51.738	44.887	81.878
-3.416	-2.600	-4.846	-3.051	115.051	60.813	397.243	284.897
-3.697	-2.680	-4.161	-4.052	189.075	68.964	218.846	208.426
-3.856	-2.234	-3.288	-3.706	153.206	62.496	275.528	310.470
-3.432	-1.928	-3.691	-3.271	147.027	29.989	168.563	159.491
-4.267	-2.347	-5.103	-3.937	134.925	61.401	264.322	159.662
-5.096	-4.089	-5.976	-4.467	61.989	41.756	180.982	137.521
-2.878	-1.557	-3.346	-2.658	240.085	89.462	150.255	121.501
-4.864	-3.048	-3.562	-5.569	177.767	36.477	50.201	36.659
-2.762	-1.992	-4.222	-2.526	83.994	43.894	337.112	248.634
-3.463	-1.505	-3.943	-3.132	196.992	62.019	245.979	208.051
-4.375	-2.495	-5.618	-4.258	67.211	38.974	229.192	209.125
-3.258	-1.987	-4.896	-2.037	123.268	67.320	231.409	181.335
-3.958	-2.319	-2.852	-4.150	138.100	55.414	38.345	46.118
-2.207	-1.455	-3.414	-1.730	153.732	83.896	155.850	160.442
-3.766	-2.528	-2.509	-5.438	143.772	50.371	71.579	116.038
-5.239	-3.854	-5.629	-4.944	180.199	40.774	149.384	189.403
-4.871	-3.163	-3.625	-5.694	204.931	90.153	58.604	86.239
-3.449	-2.864	-4.003	-4.830	132.259	43.855	42.901	60.189
-4.119	-2.411	-4.826	-3.841	95.292	32.133	249.012	207.393
-3.609	-3.039	-5.270	-2.503	159.393	45.442	154.009	110.587
-5.767	-4.840	-6.808	-5.094	95.209	34.885	108.146	79.765
-2.653	-2.227	-4.238	-1.990	104.271	54.452	78.233	96.640
-2.515	-2.716	-4.328	-2.242	144.241	76.703	52.148	38.990
-7.225	-5.615	-6.183	-7.901	159.419	38.961	144.079	205.459
-12.699	-11.825	-12.841	-13.582	57.722	27.014	171.624	178.528
-6.569	-4.575	-8.153	-5.810	139.699	53.748	33.952	33.307
-4.464	-2.327	-4.409	-2.327	124.005	55.941	131.686	110.470
-5.817	-4.286	-6.038	-5.378	159.259	61.787	66.466	60.049
-5.451	-4.527	-7.934	-5.534	59.136	31.830	498.386	348.763
-4.292	-2.390	-5.164	-1.970	256.427	64.148	108.658	79.383
-2.033	-1.742	-2.897	-5.338	140.589	86.982	170.950	372.255
-2.454	-1.098	-2.756	-2.445	251.144	164.827	168.352	189.158
-4.354	-3.441	-4.740	-4.467	67.418	57.861	41.582	54.433
-6.206	-5.665	-7.763	-5.623	78.694	34.510	165.139	129.315
-3.041	-3.942	-4.820	-4.713	84.075	44.003	292.378	264.899
-6.297	-3.126	-3.732	-7.537	183.316	48.266	32.309	53.551
-6.418	-4.851	-5.096	-6.985	177.903	46.962	112.090	154.943
-6.110	-5.033	-5.190	-6.898	99.046	36.684	163.705	226.235
-2.697	-1.262	-3.341	-2.404	213.090	112.826	190.027	179.869
-4.216	-2.506	-3.401	-4.530	178.783	33.221	40.659	42.312
-2.563	-1.207	-2.688	-2.550	356.444	170.294	218.427	241.961
-3.882	-2.509	-3.555	-4.611	119.951	72.534	33.249	47.304
-2.152	-4.349	-4.438	-6.222	70.808	81.798	541.718	651.105
-11.196	-10.411	-11.508	-11.167	162.035	43.964	37.893	33.110
-2.491	-2.665	-2.248	-3.252	170.587	96.194	34.561	51.304
-4.449	-2.367	-3.998	-5.232	123.272	59.490	164.055	206.212
-4.219	-1.697	-2.528	-5.699	124.204	54.772	125.506	221.477
-3.240	-1.753	-3.193	-2.898	154.784	70.536	61.118	52.611
-2.961	-2.085	-4.759	-2.335	96.151	39.656	149.083	84.992
-4.136	-3.755	-5.265	-3.364	136.207	50.272	52.373	42.580
-16.734	-15.156	-17.437	-16.809	43.782	16.605	129.173	146.015
-3.086	-1.254	-3.826	-1.570	378.594	121.728	216.177	133.757
-3.348	-1.598	-3.279	-3.444	223.885	83.831	220.201	248.501
-3.103	-1.633	-2.254	-3.554	156.200	72.810	195.091	210.727
-2.090	-3.543	-2.121	-3.558	108.037	125.592	55.507	69.723
-0.714	-1.929	-2.925	-0.860	341.892	350.695	288.745	204.034
-3.557	-1.641	-4.289	-2.711	139.525	85.297	257.627	243.172
-5.900	-3.061	-3.947	-7.057	229.273	53.180	75.883	266.140
-2.515	-2.139	-4.825	-1.623	107.261	43.710	40.498	54.641
-6.868	-5.369	-8.735	-5.237	101.259	30.989	88.253	53.507
-4.539	-2.034	-3.250	-4.903	150.447	51.825	78.557	141.654
-3.312	-2.042	-4.727	-2.827	137.697	68.532	144.571	86.370
-5.877	-4.360	-6.988	-5.369	66.316	37.246	38.645	35.405
-5.073	-4.597	-6.725	-4.799	76.778	24.041	103.652	80.657
-4.442	-3.263	-6.204	-4.660	151.719	51.737	72.680	36.744
-2.892	-1.451	-3.039	-3.166	228.443	98.618	118.933	164.388
-3.107	-1.493	-1.313	-3.848	186.320	87.247	118.028	218.115
-1.967	-1.340	-1.315	-3.277	184.743	57.225	166.548	249.402
-5.106	-3.143	-3.577	-5.747	156.136	53.571	179.942	285.820
-4.550	-3.919	-5.984	-4.414	115.797	56.274	43.920	32.460
-3.730	-1.520	-2.382	-4.351	162.395	73.494	156.117	248.484
-1.256	-0.874	-1.335	-1.246	464.713	257.576	90.747	105.738
-1.385	-2.031	-5.454	-4.971	84.458	72.138	104.476	102.056
-3.923	-1.906	-2.506	-4.789	211.834	60.352	71.079	133.050
-4.578	-3.094	-3.143	-5.069	185.512	64.742	55.571	61.633
-2.803	-1.380	-4.083	-1.717	251.364	89.386	56.692	62.014
-3.636	-2.066	-2.070	-4.905	137.593	50.033	151.673	278.287
-3.750	-1.430	-1.887	-4.414	240.475	75.859	76.544	185.167
-3.810	-1.842	-3.847	-4.103	147.557	52.052	99.467	111.316
-6.179	-4.569	-6.639	-4.639	184.288	74.676	52.735	29.757
-1.487	-1.221	-1.811	-2.031	242.248	109.067	200.326	220.599
-4.838	-3.412	-5.440	-5.347	77.555	28.975	92.930	102.799
-3.185	-1.831	-68.230	-66.977	156.760	85.802	613.216	563.797
-3.587	-2.237	-4.699	-3.672	181.617	48.378	305.271	301.952
-2.327	-1.196	-3.991	-1.563	142.875	119.832	264.647	200.069
-4.805	-3.440	-5.646	-4.356	151.288	52.946	48.444	24.788
-5.360	-4.586	-7.029	-3.660	46.984	45.907	71.562	66.140
-2.098	-1.857	-5.342	-4.175	117.092	53.442	633.896	577.765
-5.616	-4.104	-5.772	-5.670	114.325	43.190	182.166	178.920
-4.310	-2.598	-4.748	-5.419	40.489	26.508	145.737	164.331
-2.675	-2.411	-2.754	-3.630	143.475	97.747	314.347	371.215
-3.045	-1.797	-1.902	-3.405	210.337	91.419	58.210	78.897
-3.855	-2.360	-10.629	-10.293	150.814	70.871	139.270	171.196
-7.620	-5.548	-6.296	-7.722	88.617	33.356	26.840	38.501
-4.852	-2.921	-3.387	-5.627	152.030	68.218	28.865	32.671
-86.138	-85.151	-1.343	-2.782	145.145	87.345	94.478	139.867
-5.386	-4.025	-6.322	-4.881	94.466	45.880	176.079	137.742
-4.499	-2.030	-5.639	-3.917	180.205	41.641	271.039	223.131
-2.922	-1.462	-2.521	-3.202	160.812	58.967	67.115	100.190
-2.745	-1.623	-3.951	-2.272	236.754	84.282	213.877	157.711
-2.460	-2.182	-4.565	-2.215	136.771	64.643	34.177	36.191
-2.984	-1.369	-2.846	-3.461	187.627	110.613	61.226	91.459
-2.595	-1.456	-3.601	-1.955	201.843	77.526	59.182	55.603
-3.255	-1.834	-4.069	-2.406	222.283	79.897	55.596	40.183
-7.993	-6.687	-8.506	-8.416	98.260	46.994	25.920	41.455
-4.205	-2.275	-5.583	-3.840	123.694	44.332	140.872	104.338
